UUT_KERNEL,AIE_VARIANT,DATA_TYPE,DIM_SIZE,SUBST_TYPE,L_LEADING,GRID_DIM,NUM_FRAMES,DIAG_INV,COMPILE,SIM,FUNC,Latency_first (ns),Latency (ns),Throughput (MSa/s),Initation Interval_avg (ns),cycleCountAvg,throughputCycleCount (MSa/s),NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
substitution,2,cfloat,120,0,0,6,4,1,1,1,1,54080.0,133235.88,7.07,67859.07,84972.0,7.34,112.0,21.0,21.0,46.0,335991.0,2288 6048 6000 2256 2288 2288 2288 2288 5952 2256 2288 2288 6032 2288 2256 6048 6048 2256 2288 2256 2288
substitution,2,float,64,0,0,1,2,0,1,1,1,73619.2,140684.16,1.73,73580.57,83756.0,1.91,9.0,1.0,1.0,2.0,36370.0,7328
substitution,22,float,256,0,0,2,1,0,1,1,1,91089.6,291429.48,1.66,153447.63,146905.0,1.91,33.0,3.0,3.0,7.0,207753.0,5684 2486 5614
substitution,2,cfloat,80,0,0,4,3,0,1,1,1,46494.4,91187.84,5.15,46494.05,58637.0,5.23,56.0,10.0,10.0,18.0,124982.0,2256 7824 2256 2288 7824 7792 2288 2256 2288 7776
substitution,1,cfloat,20,0,0,1,3,1,default,default,default,,,,,,,,,,,,
substitution,2,float,192,0,0,6,3,0,1,1,1,49044.8,95612.58,11.75,48988.0,62079.0,12.19,110.0,21.0,21.0,43.0,311388.0,2064 7408 7376 2032 2064 2064 2064 2064 7312 2032 2064 2064 7408 2064 2032 7408 7408 2032 2032 2064 2064
substitution,2,cfloat,104,0,0,2,2,0,1,1,1,106656.0,211280.96,1.89,109801.71,129271.0,2.02,29.0,3.0,3.0,6.0,142265.0,2256 7792 7792
substitution,1,cfloat,100,0,0,5,1,1,1,1,0,2670.4,7421.76,-1.0,-1.0,2092.0,73.57,116.0,30.0,30.0,40.0,281243.0,1490 1490 1490 1490 2852 1490 1490 1490 1490 1490 1490 1934 1490 2886 1490 1934 2886 1918 1490 1970 1938 1970 1970 1918 1954 1970 1490 2886 2830 1490
substitution,2,cfloat,300,0,0,5,2,0,1,1,1,219388.8,614691.31,1.91,313068.92,383645.0,1.95,162.0,15.0,15.0,31.0,928110.0,2256 2288 2288 7840 2256 2288 2288 2288 7792 2256 2288 7824 7808 7840 2256
substitution,1,cfloat,100,0,0,5,2,1,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,288,0,0,6,3,0,1,1,1,281984.0,695732.22,2.44,353356.18,434876.0,2.52,208.0,21.0,21.0,46.0,1255863.0,2288 7824 7808 2256 2288 2288 2288 2288 7792 2256 2288 2288 7824 2288 2256 7808 7808 2256 2256 2288 2288
substitution,1,cfloat,48,0,0,6,1,0,1,1,1,696.0,1670.04,151.87,316.11,465.0,155.44,177.0,42.0,42.0,65.0,98551.0,1580 2772 1580 2112 1580 2112 1580 1580 2064 1580 2080 2112 2772 2112 2112 1580 2112 2112 2112 2112 2708 2080 1580 2772 2090 1580 2090 1580 1580 1580 1580 1580 1580 2772 1580 2080 1580 2708 1580 1580 1580 1580
substitution,2,cfloat,84,0,0,7,3,0,1,1,1,26192.0,51633.17,9.64,26131.77,34747.0,9.88,119.0,28.0,28.0,63.0,157745.0,2272 2256 8016 2256 2288 2272 2288 8032 8016 2256 2272 2256 2272 2272 2272 8016 2272 2256 2288 2288 2288 2288 7920 2288 2272 2256 8016 8016
substitution,1,float,240,0,0,6,4,1,1,1,1,10561.6,20313.59,75.65,12688.61,9798.0,126.35,144.0,21.0,21.0,48.0,602536.0,1900 1928 1928 1928 3040 2998 1900 1928 1928 1928 1928 3004 1900 1928 1928 3040 1900 1928 3040 1900 3040
substitution,22,cfloat,64,0,0,4,2,0,1,1,1,23054.4,51880.53,4.85,26231.12,28989.0,4.76,43.0,10.0,10.0,21.0,63346.0,2806 6554 2806 2804 6554 6528 2806 2804 2804 6494
substitution,1,cfloat,24,0,0,6,2,0,default,default,default,,,,,,,,,,,,
substitution,22,float,128,0,0,4,4,0,1,1,1,48971.2,105492.06,9.37,54626.8,55445.0,9.83,52.0,10.0,10.0,18.0,193990.0,2402 5712 2402 2416 5712 5732 2402 2416 2416 5666
substitution,2,float,280,0,0,5,4,0,1,1,1,125321.6,240469.86,8.94,125134.85,150008.0,9.37,150.0,15.0,15.0,32.0,810170.0,2032 2064 2064 7408 2032 2064 2064 2064 7312 2032 2064 7408 7408 2032 7360
substitution,2,cfloat,24,0,0,6,3,1,1,1,1,5387.2,10683.84,13.48,5337.37,7394.0,13.7,90.0,21.0,21.0,44.0,41847.0,1952 4496 4464 1920 1952 1952 1952 1952 4400 1920 1952 1952 4496 1952 1920 4496 4496 1920 1920 1952 1952
substitution,2,cfloat,180,0,0,5,1,1,1,1,0,24014.4,102234.62,3.45,52118.03,67167.0,3.51,80.0,15.0,15.0,28.0,193230.0,2208 5936 5904 2240 2208 5936 2208 2240 2240 5936 2240 2208 2240 2240 5856
substitution,2,float,384,0,0,8,2,0,1,1,1,52164.8,100620.37,14.73,52114.05,68514.0,14.85,211.0,36.0,36.0,85.0,757840.0,2064 2032 2064 2032 2064 2064 2064 2064 7440 2064 2064 2064 7440 7392 2064 2032 2064 2032 7440 2064 2064 2064 7440 2064 2032 7440 7440 2032 2064 2064 2032 2064 2064 2064 7312 2064
substitution,22,float,384,0,0,8,4,0,default,default,default,,,,,,,,,,,,
substitution,22,float,192,0,0,4,2,1,1,1,1,42392.0,105584.22,6.97,55035.86,56541.0,7.29,65.0,10.0,10.0,21.0,212166.0,2420 5716 2420 2434 5716 5732 2420 2434 2434 5672
substitution,22,cfloat,64,0,0,4,1,0,1,1,1,11574.4,25764.8,4.92,12991.77,15454.0,4.57,47.0,10.0,10.0,21.0,39282.0,2828 6448 2828 2844 6448 6448 2828 2844 2844 6388
substitution,22,float,64,0,0,4,4,0,1,1,1,21369.6,41822.08,12.0,21321.71,22537.0,12.13,43.0,10.0,10.0,21.0,62662.0,2416 5850 2416 2416 5850 5876 2416 2416 2416 5774
substitution,22,float,160,0,0,5,2,1,1,1,1,25385.6,50473.28,12.2,26218.2,28424.0,12.42,69.0,15.0,15.0,25.0,156840.0,5712 5732 2402 2416 5712 2402 2416 2416 5712 2402 2416 2416 2416 5668 2402
substitution,1,cfloat,72,0,0,6,1,1,1,1,1,1206.4,2024.53,148.37,445.02,711.0,149.0,167.0,42.0,42.0,65.0,170167.0,1462 2946 1462 2330 1462 2330 1462 1462 2330 1462 2346 2330 2898 2330 2330 1462 2330 2314 2330 2330 2866 2346 1462 2946 2330 1462 2346 1462 1462 1462 1462 1462 1462 2946 1462 2346 1462 2884 1462 1462 1462 1462
substitution,2,cfloat,288,0,0,8,3,0,1,1,1,152158.4,354494.05,-1.0,-1.0,226790.0,4.86,250.0,36.0,36.0,87.0,1258620.0,2288 2256 2288 2256 2288 2288 2288 2288 7840 2288 2288 2288 7840 7808 2288 2256 2288 2256 7824 2288 2288 2288 7840 2288 2256 7824 7824 2256 2288 2288 2256 2288 2288 2288 7792 2288
substitution,1,cfloat,60,0,0,5,3,0,default,default,default,,,,,,,,,,,,
substitution,2,float,144,0,0,6,3,1,1,1,1,20067.2,38732.9,21.57,20020.45,25740.0,23.18,93.0,21.0,21.0,41.0,191964.0,2064 5616 5552 2032 2064 2064 2064 2064 5504 2032 2064 2064 5616 2064 2032 5616 5616 2032 2032 2064 2064
substitution,2,cfloat,360,0,0,6,2,1,default,default,default,,,,,,,,,,,,
substitution,2,float,80,0,0,5,3,0,1,1,1,23196.8,45580.69,10.41,23061.94,29354.0,10.69,67.0,15.0,15.0,29.0,75130.0,2096 7296 7632 2128 2096 7296 2096 2128 2128 7296 2160 2112 2160 2160 7200
substitution,2,cfloat,416,0,0,8,3,1,default,default,default,,,,,,,,,,,,
substitution,2,float,528,0,0,6,2,1,default,default,default,,,,,,,,,,,,
substitution,1,float,352,0,0,4,1,1,1,1,0,9689.6,28474.4,20.34,17304.86,14190.0,31.27,69.0,10.0,10.0,24.0,338400.0,1844 1858 1858 2880 2904 1844 1858 2940 1844 2940
substitution,22,float,288,0,0,3,1,0,1,1,1,57827.2,201956.0,2.73,105287.75,105600.0,2.86,50.0,6.0,6.0,12.0,239505.0,2486 2502 5598 5700 2486 5702
substitution,1,cfloat,120,0,0,2,1,0,1,1,1,18273.59,49679.2,7.61,15755.92,12556.0,12.44,44.0,6.0,6.0,11.0,273409.0,1434 2824 1434 1854 1434 2790
substitution,2,cfloat,72,0,0,6,2,1,1,1,1,12337.6,24143.14,11.74,12258.74,17059.0,12.13,91.0,21.0,21.0,44.0,89367.0,2288 5904 5936 2256 2272 2272 2272 2272 5824 2256 2272 2288 5904 2272 2256 5904 5904 2256 2256 2272 2288
substitution,2,cfloat,72,0,0,6,4,1,1,1,1,24552.0,48053.86,11.77,24450.62,31715.0,12.2,90.0,21.0,21.0,45.0,148119.0,2288 5904 5936 2256 2272 2272 2272 2272 5824 2256 2272 2288 5904 2272 2256 5904 5904 2256 2256 2272 2288
substitution,1,cfloat,120,0,0,5,3,0,default,default,default,,,,,,,,,,,,
substitution,22,cfloat,120,0,0,5,2,1,1,1,1,40076.8,105340.0,4.47,53645.2,59160.0,4.42,83.0,15.0,15.0,29.0,178345.0,6540 6544 2808 2822 6540 2808 2822 2822 6540 2808 2822 2822 2822 6480 2824
substitution,2,cfloat,160,0,0,8,2,0,1,1,1,31043.2,66334.54,9.44,33867.73,46285.0,9.2,145.0,36.0,36.0,78.0,314492.0,2288 2256 2288 2256 2288 2288 2288 2288 7824 2288 2288 2288 7824 7792 2288 2256 2288 2256 7824 2288 2288 2288 7824 2288 2256 7824 7824 2256 2288 2288 2256 2288 2288 2288 7776 2288
substitution,2,cfloat,80,0,0,4,1,0,1,1,1,15608.0,30500.37,5.15,15525.82,21211.0,5.03,44.0,10.0,10.0,19.0,52022.0,2192 7760 2208 2224 7760 7728 2224 2192 2224 7680
substitution,1,float,160,0,0,4,3,1,1,1,1,7313.6,13258.74,56.34,8519.01,6052.0,100.3,61.0,10.0,10.0,24.0,219872.0,1900 1928 1928 3004 2998 1900 1928 3040 1900 3040
substitution,2,cfloat,80,0,0,4,2,1,1,1,1,23523.2,49791.78,6.25,25572.92,32684.0,6.38,44.0,10.0,10.0,17.0,88502.0,2256 6048 2256 2288 6048 6000 2288 2256 2288 5952
substitution,2,float,120,0,0,3,4,0,1,1,1,84254.4,163633.81,5.69,84344.68,101111.0,5.96,44.0,6.0,6.0,12.0,174822.0,2032 2064 7328 2032 7408 7376
substitution,2,cfloat,96,0,0,4,3,1,1,1,1,51728.0,109791.68,5.1,56399.26,69731.0,5.28,55.0,10.0,10.0,19.0,170230.0,2256 6048 2256 2288 6048 6016 2288 2256 2288 5968
substitution,1,cfloat,240,0,0,4,1,1,1,1,0,18262.4,80385.6,10.24,23435.34,22596.0,13.42,153.0,20.0,20.0,52.0,909982.0,1854 1890 2778 1890 1890 2718 1854 1434 1434 1434 2778 1434 1854 1434 1434 2728 1434 1434 1434 1434
substitution,2,float,192,0,0,8,3,1,1,1,1,19857.59,38375.36,29.03,19831.54,26712.0,29.52,151.0,36.0,36.0,81.0,327760.0,2064 2032 2064 2032 2064 2064 2064 2064 5616 2064 2064 2064 5616 5552 2064 2032 2064 2032 5616 2064 2064 2064 5616 2064 2032 5616 5616 2032 2064 2064 2032 2064 2064 2064 5504 2064
substitution,1,float,72,0,0,3,2,0,1,1,1,2224.0,3477.76,66.14,2177.6,1618.0,111.24,28.0,6.0,6.0,11.0,40174.0,1884 1928 3264 1884 3328 3312
substitution,1,cfloat,40,0,0,2,2,1,default,default,default,,,,,,,,,,,,
substitution,22,cfloat,120,0,0,5,1,0,1,1,1,19846.4,53214.66,4.44,27037.96,32055.0,4.22,67.0,15.0,15.0,27.0,101545.0,6414 2828 2844 6414 6528 2828 2844 2844 6414 2828 2844 2844 2844 6342 2828
substitution,2,float,80,0,0,2,4,1,1,1,1,49156.8,93046.29,6.52,49048.8,55759.0,7.24,25.0,3.0,3.0,6.0,88052.0,2032 5520 5568
substitution,1,cfloat,60,0,0,3,1,0,1,1,1,2998.4,6164.48,45.02,1291.59,1727.0,46.09,51.0,12.0,12.0,19.0,112864.0,1490 2898 1934 1970 2966 1934 2932 1490 1490 1490 1490 1490
substitution,22,cfloat,320,0,0,8,1,0,default,default,default,,,,,,,,,,,,
substitution,2,float,40,0,0,1,4,1,1,1,1,48944.0,92654.4,3.27,48854.62,54631.0,3.66,9.0,1.0,1.0,2.0,29618.0,5472
substitution,2,float,112,0,0,7,2,0,1,1,1,15449.6,30318.61,14.62,15318.62,20707.0,15.02,120.0,28.0,28.0,62.0,106190.0,2128 2096 7296 2112 2160 2160 2160 7296 7296 2096 2160 2112 2160 2160 2160 7296 2160 2112 2160 2160 2160 2160 7200 2128 2128 2096 7296 7632
substitution,22,cfloat,72,0,0,3,4,1,1,1,1,79995.2,156146.13,3.6,79859.65,82804.0,3.65,41.0,6.0,6.0,12.0,134316.0,2824 2822 6478 6544 2824 6540
substitution,22,cfloat,168,0,0,7,4,0,default,default,default,,,,,,,,,,,,
substitution,22,cfloat,128,0,0,8,3,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,80,0,0,4,4,1,1,1,1,49068.8,99209.38,6.28,50776.22,62766.0,6.51,57.0,10.0,10.0,19.0,161462.0,2256 6048 2256 2288 6048 6000 2288 2256 2288 5952
substitution,22,cfloat,128,0,0,8,1,1,default,default,default,,,,,,,,,,,,
substitution,2,float,512,0,0,8,2,0,1,1,1,80865.6,203494.17,9.75,104980.55,131895.0,10.04,248.0,36.0,36.0,82.0,1289808.0,2064 2032 2064 2032 2064 2064 2064 2064 7472 2064 2064 2064 7472 7424 2064 2032 2064 2032 7456 2064 2064 2064 7456 2064 2032 7456 7456 2032 2064 2064 2032 2064 2064 2064 7360 2064
substitution,1,cfloat,56,0,0,7,3,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,84,0,0,7,4,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,56,0,0,7,2,1,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,176,0,0,2,1,1,1,1,0,89348.8,284692.0,1.18,148502.89,172119.0,1.28,33.0,3.0,3.0,6.0,198553.0,2208 5888 5936
substitution,1,cfloat,96,0,0,8,2,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,96,0,0,8,1,1,1,1,1,6204.8,12135.46,15.63,6138.4,10633.0,14.23,149.0,36.0,36.0,83.0,102396.0,2224 2208 2224 2208 2224 2224 2224 2224 5824 2224 2224 2224 5808 5824 2224 2208 2224 2208 5808 2224 2224 2224 5808 2224 2208 5808 5808 2208 2224 2224 2208 2224 2224 2224 5728 2224
substitution,2,cfloat,96,0,0,8,3,1,1,1,1,18404.8,36120.53,15.68,18362.62,25329.0,15.56,152.0,36.0,36.0,84.0,202236.0,2272 2256 2272 2256 2272 2272 2272 2288 5920 2288 2288 2288 5904 5936 2272 2256 2288 2256 5904 2272 2288 2288 5904 2272 2256 5904 5904 2256 2288 2272 2256 2288 2288 2288 5808 2288
substitution,2,cfloat,64,0,0,8,1,1,1,1,1,3872.0,7568.96,16.85,3795.31,6756.0,15.11,142.0,36.0,36.0,82.0,74236.0,2256 2240 2256 2240 2256 2256 2256 2256 5664 2256 2256 2256 5664 5648 2256 2240 2256 2240 5664 2256 2256 2256 5664 2256 2240 5664 5664 2240 2256 2256 2240 2256 2256 2256 5584 2256
substitution,2,cfloat,20,0,0,1,2,1,1,1,1,22300.8,43279.57,1.79,22242.28,26175.0,1.91,6.0,1.0,1.0,2.0,9076.0,5920
substitution,22,cfloat,440,0,0,5,1,1,1,1,0,150196.79,1353603.2,0.64,682934.53,719177.0,0.64,164.0,15.0,15.0,31.0,990185.0,2844 2844 6420 2844 2860 2860 2860 6378 2844 2860 6416 6416 2844 6432 2860
substitution,1,float,56,0,0,7,4,1,1,1,1,988.8,1729.6,237.31,944.22,1040.0,305.01,113.0,28.0,28.0,52.0,76030.0,1776 1782 2556 1776 1782 1782 2556 1776 1782 1782 1782 2556 2538 1776 1782 1782 1782 1782 1782 2510 1776 2556 1782 1776 1782 1782 1782 2556
substitution,1,cfloat,20,0,0,1,4,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,28,0,0,7,1,1,1,1,1,1867.2,7174.89,15.62,1791.6,3111.0,15.88,117.0,28.0,28.0,61.0,43953.0,1872 1904 1872 4384 1904 1904 1904 4384 4384 1872 1904 1872 1904 1904 1904 4384 1904 1872 1904 1904 1904 1904 4320 1904 1904 1872 4384 4352
substitution,1,float,384,0,0,6,1,0,1,1,1,5515.2,13906.21,44.88,8556.79,7298.0,70.7,105.0,21.0,21.0,45.0,396136.0,1844 1858 1858 1858 3086 3032 1844 1858 1858 1858 1858 3024 1844 1858 1858 3086 1844 1858 3086 1844 3086
substitution,2,cfloat,32,0,0,8,3,1,1,1,1,5408.0,10682.02,17.98,5337.48,7700.0,17.21,149.0,36.0,36.0,84.0,71292.0,1952 1920 1952 1920 1952 1952 1952 1952 4496 1952 1952 1952 4496 4464 1952 1920 1952 1920 4496 1952 1952 1952 4496 1952 1920 4496 4496 1920 1952 1952 1920 1952 1952 1952 4400 1952
substitution,2,cfloat,180,0,0,5,4,0,1,1,1,143022.4,288053.54,4.85,147945.71,181449.0,4.97,133.0,15.0,15.0,31.0,688590.0,2256 2288 2288 7792 2256 2288 2288 2288 7776 2256 2288 7792 7792 2256 7776
substitution,22,float,576,0,0,6,1,0,1,1,1,57702.4,375342.05,3.0,191985.96,202030.0,3.12,168.0,21.0,21.0,44.0,836535.0,5702 5700 2486 2502 2502 2502 2502 5598 2486 2502 2502 5702 2486 2502 5702 5702 2486 2486 2502 2502 2502
substitution,1,cfloat,480,0,0,8,1,1,1,1,0,18268.8,107028.36,15.95,30074.87,32508.0,19.9,536.0,72.0,72.0,160.0,3272524.0,1434 2728 1434 1434 1434 1434 1434 1434 1854 1434 1434 2778 1434 1434 1854 1434 1890 1434 1434 2778 1434 1854 1434 1890 1434 1890 1434 2778 1434 1434 1434 1854 1854 1890 1890 1890 1890 1890 1890 2778 1890 2778 1434 1434 1434 1434 1434 1854 2718 1890 1922 1890 1922 1890 1890 1890 1890 1922 1890 2778 1890 1854 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434
substitution,2,cfloat,32,0,0,8,2,1,1,1,1,3640.0,10710.05,17.88,3575.87,5504.0,16.71,149.0,36.0,36.0,83.0,63868.0,1952 1920 1952 1920 1952 1952 1952 1952 4496 1952 1952 1952 4496 4464 1952 1920 1952 1920 4496 1952 1952 1952 4496 1952 1920 4496 4496 1920 1952 1952 1920 1952 1952 1952 4400 1952
substitution,1,cfloat,20,0,0,1,1,0,1,1,1,2660.8,3099.62,-1.0,1041.48,1111.0,22.5,7.0,2.0,2.0,4.0,18817.0,1490 2870
substitution,2,cfloat,44,0,0,1,3,1,1,1,1,94638.4,179974.4,1.39,94596.68,106599.0,1.54,10.0,1.0,1.0,2.0,51124.0,5920
substitution,22,cfloat,96,0,0,6,3,0,1,1,1,34459.19,80037.67,7.1,40535.52,45049.0,6.82,93.0,21.0,21.0,39.0,181713.0,6554 6528 2806 2820 2820 2820 2820 6498 2806 2820 2820 6554 2806 2820 6554 6554 2806 2806 2820 2820 2820
substitution,22,cfloat,96,0,0,6,1,1,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,156,0,0,3,2,0,1,1,1,127200.0,293651.77,2.06,151119.38,181834.0,2.15,55.0,6.0,6.0,13.0,283695.0,2256 2288 7792 2256 7808 7792
substitution,2,cfloat,216,0,0,6,1,0,default,default,default,,,,,,,,,,,,
substitution,1,float,96,0,0,6,2,0,1,1,1,1280.0,2103.25,156.2,1229.25,1133.0,241.69,92.0,21.0,21.0,45.0,80104.0,2016 2080 2080 2080 3076 3012 2016 2080 2080 2080 2080 3024 2016 2080 2080 3076 2030 2078 3076 2016 3076
substitution,1,float,200,0,0,5,3,0,1,1,1,7320.0,13096.61,71.17,8427.6,6049.0,125.83,91.0,15.0,15.0,33.0,329278.0,1900 1928 1928 3066 1900 1928 1928 1928 3022 1900 1928 3066 3036 1900 3066
substitution,2,cfloat,40,0,0,2,4,1,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,144,0,0,6,4,1,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,300,0,0,5,1,0,1,1,1,18305.59,96534.13,10.88,27550.08,27897.0,13.46,224.0,30.0,30.0,83.0,1364443.0,1854 1890 2846 1890 1874 2846 1890 1874 1890 2790 1854 1854 1434 1434 2846 1434 1854 1434 1434 1434 1434 1434 1434 2808 1434 1434 1434 1434 1434 1434
substitution,1,cfloat,28,0,0,7,4,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,320,0,0,8,4,0,default,default,default,,,,,,,,,,,,
substitution,22,float,240,0,0,5,2,0,1,1,1,42198.4,102068.0,9.01,53261.06,55989.0,9.37,93.0,15.0,15.0,29.0,317480.0,5732 5748 2420 2434 5732 2420 2434 2434 5732 2420 2434 2434 2434 5688 2420
substitution,1,cfloat,100,0,0,5,4,0,default,default,default,,,,,,,,,,,,
substitution,22,float,144,0,0,3,3,0,1,1,1,63249.6,119895.46,6.83,63167.88,62072.0,7.3,45.0,6.0,6.0,12.0,186513.0,2420 2434 5690 5748 2420 5732
substitution,1,cfloat,168,0,0,6,2,1,default,default,default,,,,,,,,,,,,
substitution,1,float,120,0,0,5,4,0,1,1,1,4374.39,7733.44,100.84,4758.39,3773.0,176.62,79.0,15.0,15.0,31.0,176158.0,1900 3328 1900 3312 1928 3328 1900 1928 1928 3328 1900 1928 1928 1928 3264
substitution,1,float,96,0,0,4,1,0,1,1,1,1302.4,1914.13,81.37,1179.77,1003.0,119.64,47.0,10.0,10.0,20.0,40800.0,1812 3236 1812 1874 3236 1812 3252 1874 1858 3188
substitution,2,cfloat,140,0,0,5,1,1,1,1,1,17158.4,65792.61,4.18,33488.0,43973.0,4.21,66.0,15.0,15.0,28.0,127790.0,2208 5936 5968 2224 2208 5936 2208 2224 2224 5936 2208 2224 2224 2224 5840
substitution,2,float,112,0,0,2,3,1,1,1,1,56908.8,106190.18,5.91,56821.14,62911.0,6.74,26.0,3.0,3.0,6.0,123508.0,2032 5504 5536
substitution,2,cfloat,168,0,0,6,1,1,1,1,1,17193.59,71639.08,4.61,36410.95,48665.0,4.67,89.0,21.0,21.0,42.0,178455.0,2224 5952 5968 2208 2224 2224 2224 2224 5840 2208 2224 2224 5936 2224 2208 5936 5936 2208 2224 2208 2224
substitution,2,cfloat,220,0,0,5,4,1,1,1,0,238742.4,589821.25,2.92,300970.46,366064.0,3.01,162.0,15.0,15.0,32.0,1006190.0,2256 2288 2288 6016 2256 2288 2288 2288 5952 2256 2288 6000 5968 6000 2256
substitution,22,cfloat,96,0,0,4,2,0,1,1,1,39768.0,108585.37,3.47,55285.86,59511.0,3.46,58.0,10.0,10.0,18.0,119410.0,2824 6518 2808 2822 6518 6640 2808 2822 2822 6456
substitution,22,float,96,0,0,1,1,0,1,1,1,57603.2,106513.6,1.66,57568.8,51226.0,1.96,9.0,1.0,1.0,2.0,39726.0,5568
substitution,1,float,72,0,0,3,3,0,1,1,1,3294.4,5144.64,66.6,3243.54,2353.0,114.74,29.0,6.0,6.0,12.0,55726.0,1884 1928 3264 1884 3328 3312
substitution,1,float,48,0,0,2,3,0,1,1,1,3299.2,5141.43,44.41,3243.54,2325.0,77.41,14.0,3.0,3.0,4.0,28168.0,1884 3264 3312
substitution,2,float,48,0,0,2,1,0,1,1,1,12017.6,23536.1,4.01,11961.14,14820.0,4.15,15.0,3.0,3.0,6.0,12340.0,2000 7232 7296
substitution,22,float,512,0,0,8,4,0,default,default,default,,,,,,,,,,,,
substitution,22,float,672,0,0,7,1,0,default,default,default,,,,,,,,,,,,
substitution,22,cfloat,112,0,0,7,4,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,120,0,0,6,2,1,1,1,1,22467.2,66696.0,7.06,33951.73,44196.0,7.32,91.0,21.0,21.0,41.0,184311.0,2288 6048 6000 2256 2288 2288 2288 2288 5952 2256 2288 2288 6032 2288 2256 6048 6048 2256 2256 2288 2288
substitution,22,float,288,0,0,6,2,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,240,0,0,6,3,0,1,1,1,206206.4,501636.0,2.82,254613.9,314719.0,2.91,164.0,21.0,21.0,45.0,889815.0,2288 7840 7792 2256 2288 2288 2288 2288 7776 2256 2288 2288 7824 2288 2256 7824 7824 2256 2256 2288 2288
substitution,22,cfloat,24,0,0,1,3,1,1,1,1,59795.2,116767.36,1.2,59706.62,59839.0,1.26,7.0,1.0,1.0,3.0,17587.0,6468
substitution,2,float,280,0,0,7,1,1,1,1,0,13640.0,36212.18,-1.0,-1.0,26343.0,16.43,123.0,28.0,28.0,65.0,235662.0,2000 2048 2000 5504 2048 2048 2048 5504 5504 2000 2048 2000 2048 2048 2048 5504 2048 2000 2048 2048 2048 2048 5424 2048 2048 2000 5504 5472
substitution,2,float,224,0,0,4,3,0,1,1,1,113827.2,239161.92,5.43,123629.04,148216.0,5.81,79.0,10.0,10.0,23.0,409896.0,2064 2032 2064 7312 7360 2032 2064 7408 7408 2032
substitution,22,cfloat,224,0,0,7,4,1,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,156,0,0,3,1,1,1,1,1,14001.6,52221.33,10.01,15574.25,14225.0,14.14,73.0,12.0,12.0,23.0,414976.0,1434 2702 1854 1890 2762 1854 2712 1434 1434 1434 1434 1434
substitution,2,cfloat,120,0,0,6,3,1,1,1,1,33483.19,97692.68,-1.0,-1.0,63513.0,7.46,112.0,21.0,21.0,44.0,260151.0,2288 6048 6000 2256 2288 2288 2288 2288 5952 2256 2288 2288 6032 2288 2256 6048 6048 2256 2256 2288 2288
substitution,2,float,432,0,0,6,2,1,1,1,0,82726.39,215439.2,7.72,111825.23,135175.0,8.25,187.0,21.0,21.0,46.0,937884.0,2064 5584 5568 2048 2064 2064 2064 2064 5536 2048 2064 2064 5584 2064 2048 5584 5584 2048 2048 2064 2064
substitution,22,float,448,0,0,7,3,1,1,1,0,169136.0,400929.94,6.51,206234.09,212684.0,6.85,242.0,28.0,28.0,60.0,1476083.0,2434 2434 5718 2420 2434 2434 5702 2420 5716 2434 2434 2434 2434 5702 2434 2420 2434 2434 2434 2434 5640 2420 5702 2420 2434 5702 2434 2420
substitution,22,float,560,0,0,7,2,0,default,default,default,,,,,,,,,,,,
substitution,2,float,288,0,0,6,4,1,1,1,0,74329.6,184226.17,12.03,95759.5,114863.0,13.0,165.0,21.0,21.0,46.0,846300.0,2064 5584 5536 2032 2064 2064 2064 2064 5504 2032 2064 2064 5584 2064 2032 5584 5584 2032 2032 2064 2064
substitution,2,float,840,0,0,7,1,0,1,1,1,82603.2,414898.4,3.94,213169.96,263105.0,4.29,296.0,28.0,28.0,64.0,1706222.0,2048 2032 2048 2048 2048 7408 7376 2016 2000 7344 2048 2048 2048 7376 2048 2032 2048 7408 2048 2032 7408 2048 2048 2032 2048 2048 2064 7312
substitution,2,cfloat,532,0,0,7,1,1,1,1,0,71081.6,645323.08,1.62,327840.66,407278.0,1.73,242.0,28.0,28.0,63.0,1394449.0,2240 2208 2240 2240 2240 5936 5936 2208 2208 5904 2240 2240 2240 5936 2240 2208 2240 5936 2240 2208 5936 2240 2240 2208 2240 2240 2240 5888
substitution,2,float,280,0,0,5,3,1,1,1,0,64536.0,132859.54,11.98,70042.21,83601.0,12.65,117.0,15.0,15.0,31.0,614170.0,2032 2064 2064 5584 2032 2064 2064 2064 5504 2032 2064 5568 5536 5584 2032
